subject,fid,response
olha,22908000,1
olha,22908000,1
olha,10577565,1
olha,10577565,1
olha,10577565,1
olha,44520387,1
olha,44520387,1
olha,44520387,0
ndemirci,44520084,0
ndemirci,44520084,1
ndemirci,44520084,1
ndemirci,44520084,1
ndemirci,44520084,1
ndemirci,44520084,0
ndemirci,36144131,1
ndemirci,36144131,1
ndemirci,36144131,1
ndemirci,36144131,1
ndemirci,36144131,0
ndemirci,36144131,1
ndemirci,44821127,0
ndemirci,44821127,0
ndemirci,44821127,1
ndemirci,44821127,0
ndemirci,44821127,1
ndemirci,44821127,1
ndemirci,44821127,0
ndemirci,44821127,1
ndemirci,27802081,1
ndemirci,27802081,1
ndemirci,27802081,0
ndemirci,27802081,1
ndemirci,10576909,1
ndemirci,10576909,1
ndemirci,10576909,0
ndemirci,10576909,1
ndemirci,44520272,1
ndemirci,44520272,1
ndemirci,44520272,1
ndemirci,27796852,1
ndemirci,27796852,1
ndemirci,27799972,0
ndemirci,27799972,1
ndemirci,27799972,0
ndemirci,27799972,0
ndemirci,27799972,0
ndemirci,27799972,0
ndemirci,27799972,0
ndemirci,6316602,1
ndemirci,6316602,1
ndemirci,10579035,1
ndemirci,10579035,1
ndemirci,44820972,1
ndemirci,44820972,1
ndemirci,44820972,1
ndemirci,27805178,1
ndemirci,27805178,1
ndemirci,27805178,1
ndemirci,10577146,1
ndemirci,10577146,1
ndemirci,10577146,1
ndemirci,27797205,1
ndemirci,27797205,1
ndemirci,4661284,0
ndemirci,4661284,0
ndemirci,4661284,0
ndemirci,4661284,0
ndemirci,4661284,1
ndemirci,4661284,1
ndemirci,4661284,1
ndemirci,22907980,1
ndemirci,22907980,1
ndemirci,22907980,1
ndemirci,27800553,1
ndemirci,27800553,1
ndemirci,27800553,1
ndemirci,44821071,1
ndemirci,44821071,1
ndemirci,44821071,1
ndemirci,27804446,1
ndemirci,27804446,1
ndemirci,27804446,1
ndemirci,27798250,1
ndemirci,27798250,1
ndemirci,27798250,1
juhsis,27804279,1
juhsis,27804279,1
juhsis,27804279,0
juhsis,27804279,1
juhsis,6316602,1
juhsis,6316602,0
juhsis,6316602,0
juhsis,6316602,1
juhsis,6316602,1
juhsis,10579053,1
juhsis,10579053,0
juhsis,10579053,0
juhsis,10579053,0
juhsis,10579053,1
juhsis,10579053,0
juhsis,10579053,0
juhsis,10579053,1
juhsis,10579053,1
juhsis,10577421,1
juhsis,10577421,1
juhsis,10577421,0
juhsis,10577421,1
juhsis,27798250,0
juhsis,27798250,1
juhsis,27798250,1
juhsis,27798250,1
juhsis,47632544,1
juhsis,47632544,1
juhsis,47632544,0
juhsis,27802081,0
juhsis,27802081,1
juhsis,27802081,1
juhsis,27802081,1
juhsis,32134448,1
juhsis,32134448,1
juhsis,32134448,1
juhsis,32134448,1
juhsis,27802216,1
juhsis,27802216,1
juhsis,27802216,1
juhsis,27802216,1
juhsis,27801385,1
juhsis,27801385,1
juhsis,27801385,1
juhsis,10579035,1
juhsis,10579035,1
juhsis,10579035,1
juhsis,10577247,1
juhsis,10577247,1
juhsis,10577247,1
juhsis,27805178,1
juhsis,27805178,1
juhsis,27805178,1
juhsis,8867848,1
juhsis,8867848,0
juhsis,8867848,1
juhsis,8867848,1
juhsis,22907980,1
juhsis,22907980,1
juhsis,22907980,1
juhsis,36144131,1
juhsis,36144131,1
juhsis,36144131,1
juhsis,10577085,1
juhsis,10577085,1
juhsis,10577085,0
juhsis,10577085,1
juhsis,27799972,1
juhsis,27799972,1
juhsis,27799972,1
tchuanro,10578077,1
tchuanro,10578077,1
tchuanro,10578077,1
tchuanro,6316124,1
tchuanro,6316124,1
tchuanro,6316124,1
tchuanro,27796647,1
tchuanro,27796647,1
tchuanro,27796647,1
tchuanro,10578517,1
tchuanro,10578517,1
tchuanro,22907980,1
tchuanro,22907980,1
tchuanro,44820972,0
tchuanro,44820972,1
tchuanro,44820972,1
tchuanro,44820972,1
tchuanro,6316602,1
tchuanro,6316602,1
tchuanro,6316602,1
tchuanro,27799972,1
tchuanro,27799972,1
tchuanro,27799972,1
tchuanro,44821071,1
tchuanro,44821071,1
tchuanro,44821071,1
tchuanro,10577902,1
tchuanro,10577902,1
tchuanro,10577902,1
tchuanro,44520208,1
tchuanro,44520208,1
tchuanro,44520208,1
tchuanro,22908006,1
tchuanro,22908006,1
tchuanro,22908006,1
tchuanro,10579053,1
tchuanro,10579053,1
tchuanro,10579053,0
tchuanro,10579053,1
tchuanro,10578056,1
tchuanro,10578056,1
tchuanro,10578056,1
tchuanro,34097293,1
tchuanro,34097293,1
tchuanro,34097293,1
tchuanro,10576318,1
tchuanro,10576318,1
tchuanro,10576318,1
tchuanro,27803215,1
tchuanro,27803215,1
tchuanro,27803215,1
tchuanro,22908012,1
tchuanro,22908012,1
tchuanro,22908012,1
tchuanro,27797205,1
tchuanro,27797205,1
tchuanro,27797205,1
tchuanro,22907701,1
tchuanro,22907701,1
tchuanro,22907701,1
tchuanro,10577596,1
tchuanro,10577596,1
tchuanro,10577596,1
tchuanro,44520387,1
tchuanro,44520387,1
tchuanro,44520387,1
tchuanro,27797673,1
tchuanro,27797673,1
tchuanro,27797673,1
tchuanro,27799911,1
tchuanro,27799911,0
tchuanro,27799911,1
tchuanro,44520094,1
tchuanro,44520094,1
tchuanro,44520094,1
tchuanro,36466709,1
tchuanro,36466709,1
tchuanro,36466709,1
tchuanro,27802284,1
tchuanro,27802284,1
tchuanro,27802284,1
tchuanro,10577146,1
tchuanro,10577146,1
tchuanro,10577146,1
tchuanro,27800619,1
tchuanro,27800619,1
tchuanro,27800619,1
tchuanro,47632544,1
tchuanro,47632544,1
tchuanro,47632544,1
tchuanro,22908000,1
tchuanro,22908000,1
tchuanro,22908000,1
tchuanro,27798055,1
tchuanro,27798055,1
tchuanro,27798055,1
tchuanro,27799910,1
tchuanro,27799910,1
tchuanro,27799910,1
tchuanro,27800553,1
tchuanro,27800553,1
tchuanro,27800553,1
tchuanro,8867670,1
tchuanro,8867670,1
tchuanro,8867670,1
tchuanro,27802216,1
tchuanro,27802216,1
tchuanro,27802216,1
tchuanro,10577093,1
tchuanro,10577093,1
tchuanro,10577093,1
tchuanro,4661268,1
tchuanro,4661268,1
tchuanro,4661268,1
abulfazhajizada,34097091,1
abulfazhajizada,34097091,1
abulfazhajizada,34097091,1
abulfazhajizada,10577421,1
abulfazhajizada,10577421,0
abulfazhajizada,10577421,1
abulfazhajizada,27798250,1
abulfazhajizada,27798250,1
abulfazhajizada,27798250,0
abulfazhajizada,27798250,0
abulfazhajizada,27798250,1
abulfazhajizada,27798250,0
abulfazhajizada,27804279,1
abulfazhajizada,27804279,1
abulfazhajizada,27804279,1
abulfazhajizada,27799910,1
abulfazhajizada,27799910,1
abulfazhajizada,27799910,1
abulfazhajizada,4661284,0
abulfazhajizada,4661284,1
abulfazhajizada,4661284,1
abulfazhajizada,4661284,1
abulfazhajizada,10578056,1
abulfazhajizada,10578056,1
abulfazhajizada,10578056,1
abulfazhajizada,22907980,1
abulfazhajizada,22907980,1
abulfazhajizada,22907980,1
abulfazhajizada,10576318,1
abulfazhajizada,10576318,0
abulfazhajizada,10576318,1
abulfazhajizada,22908000,0
abulfazhajizada,22908000,1
abulfazhajizada,22908000,1
abulfazhajizada,22908000,1
abulfazhajizada,27802284,0
abulfazhajizada,27802284,1
abulfazhajizada,27802284,1
abulfazhajizada,44821127,1
abulfazhajizada,44821127,1
abulfazhajizada,44821127,1
abulfazhajizada,44821127,1
abulfazhajizada,44520094,1
abulfazhajizada,44520094,1
abulfazhajizada,44520094,1
abulfazhajizada,27798605,1
abulfazhajizada,27798605,1
abulfazhajizada,27798605,1
abulfazhajizada,22907932,1
abulfazhajizada,22907932,1
abulfazhajizada,22907932,1
abulfazhajizada,22907932,1
abulfazhajizada,27798653,1
abulfazhajizada,27798653,1
abulfazhajizada,27798653,1
abulfazhajizada,44820931,1
abulfazhajizada,44820931,1
abulfazhajizada,44820931,1
abulfazhajizada,27799536,1
abulfazhajizada,27799536,0
abulfazhajizada,27799536,1
abulfazhajizada,27799536,1
abulfazhajizada,44520762,1
abulfazhajizada,44520762,1
abulfazhajizada,44520762,1
abulfazhajizada,10578077,1
abulfazhajizada,10578077,0
abulfazhajizada,10578077,1
abulfazhajizada,44520106,1
abulfazhajizada,44520106,1
abulfazhajizada,44520106,1
abulfazhajizada,27797891,1
abulfazhajizada,27797891,1
abulfazhajizada,27797891,1
ugurbyrm,4661268,1
ugurbyrm,4661268,0
ugurbyrm,4661268,0
ugurbyrm,4661268,1
ugurbyrm,4661268,0
ugurbyrm,4661268,1
ugurbyrm,4661268,0
ugurbyrm,4661268,1
ugurbyrm,4661268,1
ugurbyrm,27804446,1
ugurbyrm,27804446,1
ugurbyrm,27804446,1
ugurbyrm,27804446,1
ugurbyrm,34097293,1
ugurbyrm,34097293,0
ugurbyrm,34097293,1
ugurbyrm,34097293,0
ugurbyrm,34097293,1
ugurbyrm,10577093,1
ugurbyrm,10577093,1
ugurbyrm,10577093,1
ugurbyrm,27802284,1
ugurbyrm,27802284,1
ugurbyrm,10576318,1
ugurbyrm,10576318,1
ugurbyrm,10576318,1
ugurbyrm,10576318,1
ugurbyrm,44520106,1
ugurbyrm,44520106,1
ugurbyrm,44520106,1
ugurbyrm,44821071,1
ugurbyrm,44821071,1
ugurbyrm,44821071,1
ugurbyrm,10579053,1
ugurbyrm,10579053,1
ugurbyrm,27799911,1
ugurbyrm,27799911,1
ugurbyrm,27799911,1
ugurbyrm,27799545,1
ugurbyrm,27799545,1
ugurbyrm,27799545,1
ugurbyrm,27802081,1
ugurbyrm,27802081,1
ugurbyrm,8867848,1
ugurbyrm,8867848,1
ugurbyrm,8867848,1
ugurbyrm,27800218,1
ugurbyrm,27800218,1
ugurbyrm,27800218,1
ugurbyrm,27804279,1
ugurbyrm,27804279,1
ugurbyrm,10578077,1
ugurbyrm,10578077,1
xzhong3,27804279,1
xzhong3,27804279,0
xzhong3,27804279,0
xzhong3,27804279,1
xzhong3,27804279,1
xzhong3,27799536,0
xzhong3,27799536,0
xzhong3,27799536,0
xzhong3,27799536,0
xzhong3,27799536,1
xzhong3,27799536,0
xzhong3,27799536,1
xzhong3,27799536,0
xzhong3,27799536,0
xzhong3,27799536,1
xzhong3,22908006,1
xzhong3,22908006,1
xzhong3,22908006,1
xzhong3,22908006,1
xzhong3,8867848,1
xzhong3,8867848,1
xzhong3,8867848,1
xzhong3,6316124,1
xzhong3,6316124,0
xzhong3,6316124,1
xzhong3,6316124,1
xzhong3,27796509,0
xzhong3,27796509,0
xzhong3,27796509,1
xzhong3,27796509,1
xzhong3,27796509,1
xzhong3,22907701,1
xzhong3,22907701,0
xzhong3,22907701,1
xzhong3,22907701,1
xzhong3,44520148,1
xzhong3,44520148,1
xzhong3,44520148,1
xzhong3,27796852,0
xzhong3,27796852,1
xzhong3,27796852,0
xzhong3,27796852,1
xzhong3,27796852,1
xzhong3,27796647,1
xzhong3,27796647,1
xzhong3,27796647,1
xzhong3,27800218,0
xzhong3,27800218,1
xzhong3,27800218,1
xzhong3,27800218,1
xzhong3,10576888,1
xzhong3,10576888,1
xzhong3,10576888,0
xzhong3,27798055,1
xzhong3,27798055,1
xzhong3,27798055,1
xzhong3,27805178,1
xzhong3,27805178,1
xzhong3,27805178,1
xzhong3,7349067,1
xzhong3,7349067,1
xzhong3,7349067,1
xzhong3,44520279,1
xzhong3,44520279,1
xzhong3,44520279,1
xzhong3,44520279,1
xzhong3,10577146,1
xzhong3,10577146,1
xzhong3,10577146,1
xzhong3,27799910,1
xzhong3,27799910,1
xzhong3,27799910,1
mrashid,27799910,1
mrashid,27799910,0
mrashid,27799910,0
mrashid,27799910,1
mrashid,27799910,0
mrashid,27799910,0
mrashid,27799910,0
mrashid,10578863,0
mrashid,10578863,0
mrashid,10578863,0
mrashid,10578863,0
mrashid,10578863,0
mrashid,10578863,0
mrashid,10578863,0
mrashid,10578863,1
mrashid,10578863,1
mrashid,10578863,1
mrashid,10578077,1
mrashid,10578077,1
mrashid,10578077,0
mrashid,10578077,1
mrashid,27800619,0
mrashid,27800619,1
mrashid,27800619,1
mrashid,27798653,1
mrashid,27798653,1
mrashid,27798653,1
mrashid,36144131,1
mrashid,36144131,1
mrashid,36144131,1
mrashid,22907721,1
mrashid,22907721,1
mrashid,22907721,1
mrashid,22907721,0
mrashid,27797673,1
mrashid,27797673,1
mrashid,27797673,1
mrashid,44520084,1
mrashid,44520084,1
mrashid,44520084,1
mrashid,27802008,1
mrashid,27802008,1
mrashid,27802008,1
mrashid,27800553,0
mrashid,27800553,1
mrashid,27800553,1
mrashid,27800553,1
mrashid,27804279,1
mrashid,27804279,1
mrashid,27804279,1
mrashid,27797891,1
mrashid,27797891,1
mrashid,27797891,0
mrashid,27797891,1
mrashid,10576888,1
mrashid,10576888,1
mrashid,10576888,1
mrashid,44520094,1
mrashid,44520094,1
mrashid,44520094,1
mrashid,27796431,1
mrashid,27796431,1
mrashid,27796431,1
mrashid,8867670,0
mrashid,8867670,1
mrashid,8867670,1
mrashid,8867670,1
mrashid,27801385,1
mrashid,27801385,1
mrashid,27801385,1
mrashid,27805178,1
mrashid,27805178,1
mrashid,27805178,1
mrashid,27802216,1
mrashid,27802216,1
mrashid,27802216,0
mrashid,27802216,1
mrashid,27802905,0
mrashid,27802905,1
mrashid,27802905,1
mrashid,27802905,1
mrashid,36144098,1
mrashid,36144098,1
mrashid,36144098,1
mrashid,27796647,1
mrashid,27796647,1
mrashid,27796647,0
mrashid,27796647,1
mrashid,27797205,0
mrashid,27797205,0
mrashid,27797205,1
mrashid,27797205,1
mrashid,27797205,1
mrashid,44519964,1
mrashid,44519964,1
mrashid,44519964,1
mrashid,27800218,1
mrashid,27800218,1
mrashid,27800218,1
mrashid,10576511,0
mrashid,10576511,1
mrashid,10576511,1
mrashid,10576511,1
mrashid,44520148,1
mrashid,44520148,1
mrashid,44520148,1
mrashid,10576909,1
mrashid,10576909,1
mrashid,10576909,1
mrashid,10577247,1
mrashid,10577247,1
mrashid,10577247,1
maheshwari,7349197,1
maheshwari,7349197,1
maheshwari,7349197,0
maheshwari,7349197,0
maheshwari,7349197,0
maheshwari,7349197,1
maheshwari,8867670,0
maheshwari,8867670,0
maheshwari,8867670,0
maheshwari,8867670,0
maheshwari,8867670,0
maheshwari,8867670,0
maheshwari,8867670,1
maheshwari,8867670,0
maheshwari,8867670,1
maheshwari,8867670,1
maheshwari,10578077,1
maheshwari,10578077,0
maheshwari,10578077,1
maheshwari,10578077,1
maheshwari,22908000,0
maheshwari,22908000,0
maheshwari,22908000,1
maheshwari,22908000,1
maheshwari,22908000,1
maheshwari,4661284,1
maheshwari,4661284,1
maheshwari,4661284,0
maheshwari,4661284,1
maheshwari,27797205,1
maheshwari,27797205,0
maheshwari,27797205,1
maheshwari,27797205,1
maheshwari,36144131,0
maheshwari,36144131,1
maheshwari,36144131,1
maheshwari,36144131,1
maheshwari,27797673,1
maheshwari,27797673,0
maheshwari,27797673,1
maheshwari,27797673,0
maheshwari,27797673,1
maheshwari,27797673,1
maheshwari,27797891,0
maheshwari,27797891,0
maheshwari,27797891,1
maheshwari,27797891,1
maheshwari,27797891,0
maheshwari,27797891,0
maheshwari,27797891,1
maheshwari,44520124,1
maheshwari,44520124,1
maheshwari,44520124,1
maheshwari,44520124,1
cozma_92,27799536,1
cozma_92,27799536,0
cozma_92,27799536,0
cozma_92,27799536,0
cozma_92,27799536,1
cozma_92,51583309,1
cozma_92,51583309,1
cozma_92,51583309,1
cozma_92,27798255,0
cozma_92,27798255,1
cozma_92,27798255,1
cozma_92,27798255,1
cozma_92,22908000,1
cozma_92,22908000,1
cozma_92,22908000,1
cozma_92,10579194,1
cozma_92,10579194,1
cozma_92,10579194,1
cozma_92,27804279,1
cozma_92,27804279,1
cozma_92,27804279,1
cozma_92,4661284,1
cozma_92,4661284,1
cozma_92,4661284,1
cozma_92,10576909,1
cozma_92,10576909,1
cozma_92,10576909,1
cozma_92,27797673,1
cozma_92,27797673,1
cozma_92,27797673,1
cozma_92,44520084,1
cozma_92,44520084,1
cozma_92,44520084,1
cozma_92,27804446,1
cozma_92,27804446,1
cozma_92,27804446,1
cozma_92,44519964,1
cozma_92,44519964,1
cozma_92,44519964,1
cozma_92,44520148,1
cozma_92,44520148,1
cozma_92,44520148,0
cozma_92,44520148,0
cozma_92,44520148,0
cozma_92,10577247,1
cozma_92,10577247,1
cozma_92,10577247,0
cozma_92,10577247,0
cozma_92,10577247,1
cozma_92,44520208,1
cozma_92,44520208,1
cozma_92,44520208,1
cozma_92,27799972,1
cozma_92,27799972,1
cozma_92,27799972,0
cozma_92,27799972,1
ldecamora,22907980,0
ldecamora,22907980,1
ldecamora,22907980,1
ldecamora,22907980,0
ldecamora,22907980,0
ldecamora,22907980,1
ldecamora,22907980,1
ldecamora,22907980,0
ldecamora,22907980,1
ldecamora,27799972,1
ldecamora,27799972,1
ldecamora,27799972,1
ldecamora,27799972,1
ldecamora,10579035,1
ldecamora,10579035,1
ldecamora,10579035,1
ldecamora,7349040,1
ldecamora,7349040,1
ldecamora,7349040,0
ldecamora,7349040,0
ldecamora,7349040,1
ldecamora,7349040,0
ldecamora,7349040,0
ldecamora,7349040,0
ldecamora,7349040,1
ldecamora,7349040,1
ldecamora,27798653,1
ldecamora,27798653,1
ldecamora,27798653,1
ldecamora,22908012,1
ldecamora,22908012,1
ldecamora,22908012,1
ldecamora,27801385,0
ldecamora,27801385,0
ldecamora,27801385,1
ldecamora,27801385,0
ldecamora,27801385,1
seph1603,22907673,1
seph1603,22907673,0
seph1603,22907673,1
seph1603,27796391,1
seph1603,27796391,0
seph1603,27796391,0
seph1603,27796391,1
seph1603,44520148,1
seph1603,44520148,0
seph1603,44520148,1
seph1603,44520148,1
seph1603,8867670,0
seph1603,8867670,1
seph1603,8867670,0
seph1603,8867670,1
seph1603,8867670,1
seph1603,27803446,1
seph1603,27803446,1
seph1603,27803446,1
seph1603,27799972,1
seph1603,27799972,1
seph1603,27799972,0
seph1603,27799972,1
seph1603,10576511,1
seph1603,10576511,1
seph1603,10576511,1
seph1603,7349067,1
seph1603,7349067,1
seph1603,7349067,1
seph1603,47632533,0
seph1603,47632533,1
seph1603,47632533,1
seph1603,47632533,1
seph1603,47632544,1
seph1603,47632544,1
seph1603,47632544,1
seph1603,34090221,1
seph1603,34090221,1
seph1603,34090221,1
seph1603,44520094,1
seph1603,44520094,1
seph1603,44520094,1
seph1603,27799536,1
seph1603,27799536,1
seph1603,27799536,1
seph1603,6316602,1
seph1603,6316602,1
seph1603,6316602,1
seph1603,44820972,1
seph1603,44820972,1
seph1603,44820972,1
seph1603,27804446,1
seph1603,27804446,1
seph1603,27804446,1
seph1603,8867848,1
seph1603,8867848,1
seph1603,8867848,1
seph1603,10578378,1
seph1603,10578378,1
seph1603,10578378,1
contact,27802284,0
contact,27802284,0
contact,27802284,1
contact,6316124,1
contact,6316124,1
contact,6316124,1
contact,27798255,0
contact,27798255,0
contact,27798255,1
contact,27798255,1
contact,27798255,1
contact,27798255,1
contact,32134448,1
contact,32134448,1
contact,32134448,1
contact,27804279,1
contact,27804279,1
contact,27804279,1
contact,27805178,1
contact,27805178,0
contact,27805178,0
contact,27805178,1
contact,27805178,0
contact,27805178,0
contact,27805178,0
contact,27805178,1
contact,10577247,0
contact,10577247,1
contact,10577247,1
contact,8867670,0
contact,8867670,0
contact,8867670,1
contact,8867670,1
contact,8867670,0
contact,8867670,1
contact,8867670,1
contact,8867670,0
contact,44520272,0
contact,44520272,0
contact,44520272,1
contact,44520272,0
contact,44520272,1
contact,44520272,0
contact,44520272,1
contact,4661268,0
contact,4661268,1
contact,4661268,0
contact,4661268,1
contact,4661268,1
romulodiniz,44520148,0
romulodiniz,44520148,1
romulodiniz,44520148,1
romulodiniz,44520148,1
romulodiniz,27800619,0
romulodiniz,27800619,1
romulodiniz,27800619,0
romulodiniz,27800619,0
romulodiniz,27800619,1
romulodiniz,27800619,1
romulodiniz,27800619,0
romulodiniz,27800619,0
romulodiniz,27800619,1
romulodiniz,47632544,1
romulodiniz,47632544,1
romulodiniz,47632544,1
romulodiniz,32134598,1
romulodiniz,32134598,0
romulodiniz,32134598,1
romulodiniz,32134598,0
romulodiniz,32134598,0
romulodiniz,32134598,0
romulodiniz,32134598,0
romulodiniz,32134598,1
romulodiniz,44520124,1
romulodiniz,44520124,1
romulodiniz,44520124,0
romulodiniz,44520124,1
romulodiniz,27796431,1
romulodiniz,27796431,0
romulodiniz,27796431,0
romulodiniz,27796431,0
romulodiniz,27796431,1
romulodiniz,27796431,1
romulodiniz,27802905,0
romulodiniz,27802905,0
romulodiniz,27802905,1
romulodiniz,27802905,1
romulodiniz,27802905,0
romulodiniz,27802905,1
romulodiniz,44820931,1
romulodiniz,44820931,1
romulodiniz,44820931,0
romulodiniz,44820931,1
romulodiniz,27803446,1
romulodiniz,27803446,1
romulodiniz,27803446,1
romulodiniz,27804279,1
romulodiniz,27804279,1
romulodiniz,27804279,1
romulodiniz,22907701,1
romulodiniz,22907701,1
romulodiniz,22907701,1
romulodiniz,10577085,1
romulodiniz,10577085,1
romulodiniz,10577085,1
romulodiniz,10576888,1
romulodiniz,10576888,1
romulodiniz,10576888,1
romulodiniz,27797891,1
romulodiniz,27797891,1
romulodiniz,27797891,1
romulodiniz,10577421,1
romulodiniz,10577421,1
romulodiniz,10577421,1
seiumiut,27799545,1
seiumiut,27799545,1
seiumiut,27799545,0
seiumiut,27799545,0
seiumiut,27799545,1
seiumiut,27802216,1
seiumiut,27802216,1
seiumiut,27802216,1
seiumiut,27802216,1
seiumiut,10578378,0
seiumiut,10578378,1
seiumiut,10578378,1
seiumiut,10578378,1
seiumiut,22907980,1
seiumiut,22907980,1
seiumiut,22907980,1
seiumiut,27796391,1
seiumiut,27796391,1
seiumiut,27796391,1
seiumiut,7349138,0
seiumiut,7349138,1
seiumiut,7349138,1
seiumiut,7349138,1
seiumiut,10576511,0
seiumiut,10576511,0
seiumiut,10576511,0
seiumiut,10576511,0
seiumiut,22907932,1
seiumiut,22907932,1
seiumiut,22907932,1
seiumiut,10579035,0
seiumiut,10579035,1
seiumiut,10579035,1
seiumiut,27797891,1
seiumiut,27797891,1
seiumiut,27797891,1
seiumiut,32134448,1
seiumiut,32134448,1
seiumiut,32134448,1
seiumiut,27796852,1
seiumiut,27796852,1
seiumiut,27796852,1
seiumiut,10577093,1
seiumiut,10577093,1
seiumiut,10577093,1
seiumiut,27802905,1
seiumiut,27802905,1
seiumiut,27802905,1
slymntkn34,10578378,0
slymntkn34,10578378,1
slymntkn34,44520387,1
slymntkn34,44520387,1
slymntkn34,44520387,1
slymntkn34,27801385,0
slymntkn34,27801385,1
slymntkn34,27801385,1
slymntkn34,27801385,1
slymntkn34,10577902,1
slymntkn34,10577902,1
slymntkn34,10577902,1
slymntkn34,10577902,1
slymntkn34,10578077,1
slymntkn34,10578077,1
slymntkn34,10578077,1
slymntkn34,22908006,0
slymntkn34,22908006,0
slymntkn34,22908006,0
slymntkn34,22908006,1
slymntkn34,22908006,1
slymntkn34,22907701,1
slymntkn34,22907701,1
slymntkn34,22907701,0
slymntkn34,22907701,1
slymntkn34,10577421,1
slymntkn34,10577421,1
slymntkn34,10577421,1
slymntkn34,10577146,1
slymntkn34,10577146,1
slymntkn34,10577146,1
slymntkn34,44520762,0
slymntkn34,44520762,1
slymntkn34,44520762,1
slymntkn34,44520762,1
slymntkn34,27799911,1
slymntkn34,27799911,1
slymntkn34,27799911,1
slymntkn34,27799911,1
slymntkn34,10576318,1
slymntkn34,10576318,1
slymntkn34,10576318,1
tuj80000,44520084,1
tuj80000,44520084,1
tuj80000,44520084,0
tuj80000,44520084,1
tuj80000,22907980,1
tuj80000,22907980,1
tuj80000,22907980,1
tuj80000,44820931,0
tuj80000,44820931,0
tuj80000,44820931,1
tuj80000,44820931,1
tuj80000,44820931,1
tuj80000,44820931,1
tuj80000,10577421,0
tuj80000,10577421,0
tuj80000,10577421,0
tuj80000,10577421,1
tuj80000,10577421,0
tuj80000,10577421,1
tuj80000,10577421,0
tuj80000,10577421,0
tuj80000,22908000,1
tuj80000,22908000,0
tuj80000,22908000,0
tuj80000,22908000,1
tuj80000,22908000,0
tuj80000,22908000,1
tuj80000,32134448,1
tuj80000,32134448,1
tuj80000,44520208,1
tuj80000,44520208,1
tuj80000,44520208,1
tuj80000,27796509,1
tuj80000,27796509,1
tuj80000,27796509,0
tuj80000,27796509,1
tuj80000,10577596,1
tuj80000,10577596,1
