subject,fid,response
ndemirci,36144131,4
ndemirci,36144131,4
ndemirci,44821127,5
ndemirci,44821127,1
ndemirci,44821127,4
ndemirci,44821127,2
ndemirci,44821127,2
ndemirci,44821127,2
ndemirci,44821127,2
ndemirci,44821127,4
ndemirci,27802081,4
ndemirci,27802081,2
ndemirci,27802081,4
ndemirci,27802081,4
ndemirci,10576909,4
ndemirci,10576909,2
ndemirci,10576909,4
ndemirci,10576909,4
ndemirci,44520272,4
ndemirci,44520272,4
ndemirci,44520272,4
ndemirci,27796852,5
ndemirci,27796852,5
ndemirci,27799972,2
ndemirci,27799972,4
ndemirci,27799972,2
ndemirci,27799972,2
ndemirci,27799972,2
ndemirci,27799972,2
ndemirci,27799972,2
ndemirci,6316602,4
ndemirci,6316602,3
ndemirci,10579035,4
ndemirci,10579035,4
ndemirci,44820972,4
ndemirci,44820972,4
ndemirci,44820972,4
ndemirci,27805178,5
ndemirci,27805178,5
ndemirci,27805178,5
ndemirci,10577146,5
ndemirci,10577146,5
ndemirci,10577146,5
ndemirci,27797205,5
ndemirci,27797205,4
ndemirci,4661284,5
ndemirci,4661284,5
ndemirci,4661284,2
ndemirci,4661284,1
ndemirci,4661284,4
ndemirci,4661284,5
ndemirci,4661284,5
ndemirci,22907980,5
ndemirci,22907980,5
ndemirci,22907980,5
ndemirci,27800553,5
ndemirci,27800553,5
ndemirci,27800553,5
ndemirci,44821071,5
ndemirci,44821071,5
ndemirci,44821071,5
ndemirci,27804446,5
ndemirci,27804446,5
ndemirci,27804446,5
ndemirci,27798250,5
ndemirci,27798250,5
ndemirci,27798250,5
juhsis,27804279,5
juhsis,27804279,3
juhsis,27804279,5
juhsis,27804279,5
juhsis,6316602,1
juhsis,6316602,1
juhsis,6316602,5
juhsis,6316602,5
juhsis,6316602,5
juhsis,10579053,1
juhsis,10579053,1
juhsis,10579053,4
juhsis,10579053,1
juhsis,10579053,1
juhsis,10579053,1
juhsis,10579053,4
juhsis,10579053,5
juhsis,10579053,5
juhsis,10577421,5
juhsis,10577421,1
juhsis,10577421,5
juhsis,10577421,5
juhsis,27798250,1
juhsis,27798250,5
juhsis,27798250,1
juhsis,27798250,5
juhsis,47632544,5
juhsis,47632544,5
juhsis,47632544,1
juhsis,27802081,5
juhsis,27802081,5
juhsis,27802081,1
juhsis,27802081,5
juhsis,32134448,5
juhsis,32134448,5
juhsis,32134448,5
juhsis,32134448,5
juhsis,27802216,5
juhsis,27802216,5
juhsis,27802216,5
juhsis,27802216,5
juhsis,27801385,5
juhsis,27801385,5
juhsis,27801385,5
juhsis,10579035,5
juhsis,10579035,5
juhsis,10579035,5
juhsis,10577247,5
juhsis,10577247,5
juhsis,10577247,5
juhsis,27805178,5
juhsis,27805178,5
juhsis,27805178,5
juhsis,8867848,1
juhsis,8867848,5
juhsis,8867848,5
juhsis,8867848,5
juhsis,22907980,5
juhsis,22907980,5
juhsis,22907980,5
juhsis,36144131,5
juhsis,36144131,5
juhsis,36144131,5
juhsis,10577085,5
juhsis,10577085,1
juhsis,10577085,5
juhsis,10577085,5
juhsis,27799972,5
juhsis,27799972,5
juhsis,27799972,5
tchuanro,10578077,4
tchuanro,10578077,4
tchuanro,10578077,4
tchuanro,6316124,5
tchuanro,6316124,5
tchuanro,6316124,5
tchuanro,27796647,5
tchuanro,27796647,2
tchuanro,27796647,4
tchuanro,10578517,5
tchuanro,10578517,5
tchuanro,22907980,5
tchuanro,22907980,5
tchuanro,44820972,4
tchuanro,44820972,5
tchuanro,44820972,5
tchuanro,44820972,5
tchuanro,6316602,5
tchuanro,6316602,5
tchuanro,6316602,5
tchuanro,27799972,5
tchuanro,27799972,5
tchuanro,27799972,5
tchuanro,44821071,5
tchuanro,44821071,5
tchuanro,44821071,5
tchuanro,10577902,5
tchuanro,10577902,5
tchuanro,10577902,5
tchuanro,44520208,5
tchuanro,44520208,5
tchuanro,44520208,5
tchuanro,22908006,5
tchuanro,22908006,5
tchuanro,22908006,5
tchuanro,10579053,5
tchuanro,10579053,4
tchuanro,10579053,5
tchuanro,10579053,5
tchuanro,10578056,5
tchuanro,10578056,2
tchuanro,10578056,5
tchuanro,34097293,4
tchuanro,34097293,5
tchuanro,34097293,5
tchuanro,10576318,5
tchuanro,10576318,5
tchuanro,10576318,5
tchuanro,27803215,5
tchuanro,27803215,5
tchuanro,27803215,5
tchuanro,22908012,5
tchuanro,22908012,5
tchuanro,22908012,5
tchuanro,27797205,5
tchuanro,27797205,5
tchuanro,27797205,5
tchuanro,22907701,5
tchuanro,22907701,5
tchuanro,22907701,5
tchuanro,10577596,5
tchuanro,10577596,5
tchuanro,10577596,5
tchuanro,44520387,5
tchuanro,44520387,5
tchuanro,44520387,5
tchuanro,27797673,5
tchuanro,27797673,5
tchuanro,27797673,5
tchuanro,27799911,2
tchuanro,27799911,5
tchuanro,27799911,5
tchuanro,44520094,5
tchuanro,44520094,5
tchuanro,44520094,5
tchuanro,36466709,5
tchuanro,36466709,5
tchuanro,36466709,5
tchuanro,27802284,5
tchuanro,27802284,5
tchuanro,27802284,5
tchuanro,10577146,5
tchuanro,10577146,5
tchuanro,10577146,5
tchuanro,27800619,5
tchuanro,27800619,5
tchuanro,27800619,5
tchuanro,47632544,5
tchuanro,47632544,5
tchuanro,47632544,5
tchuanro,22908000,5
tchuanro,22908000,5
tchuanro,22908000,5
tchuanro,27798055,5
tchuanro,27798055,5
tchuanro,27798055,5
tchuanro,27799910,5
tchuanro,27799910,5
tchuanro,27799910,5
tchuanro,27800553,5
tchuanro,27800553,5
tchuanro,27800553,5
tchuanro,8867670,5
tchuanro,8867670,5
tchuanro,8867670,5
tchuanro,27802216,5
tchuanro,27802216,5
tchuanro,27802216,5
tchuanro,10577093,5
tchuanro,10577093,5
tchuanro,10577093,5
tchuanro,4661268,5
tchuanro,4661268,5
tchuanro,4661268,5
abulfazhajizada,34097091,3
abulfazhajizada,34097091,4
abulfazhajizada,34097091,3
abulfazhajizada,10577421,4
abulfazhajizada,10577421,3
abulfazhajizada,10577421,4
abulfazhajizada,27798250,5
abulfazhajizada,27798250,1
abulfazhajizada,27798250,2
abulfazhajizada,27798250,4
abulfazhajizada,27798250,5
abulfazhajizada,27798250,3
abulfazhajizada,27804279,5
abulfazhajizada,27804279,5
abulfazhajizada,27804279,5
abulfazhajizada,27799910,5
abulfazhajizada,27799910,5
abulfazhajizada,27799910,5
abulfazhajizada,4661284,5
abulfazhajizada,4661284,5
abulfazhajizada,4661284,1
abulfazhajizada,4661284,5
abulfazhajizada,10578056,5
abulfazhajizada,10578056,5
abulfazhajizada,10578056,5
abulfazhajizada,22907980,5
abulfazhajizada,22907980,5
abulfazhajizada,22907980,5
abulfazhajizada,10576318,2
abulfazhajizada,10576318,5
abulfazhajizada,10576318,5
abulfazhajizada,22908000,5
abulfazhajizada,22908000,5
abulfazhajizada,22908000,2
abulfazhajizada,22908000,5
abulfazhajizada,27802284,5
abulfazhajizada,27802284,4
abulfazhajizada,27802284,5
abulfazhajizada,44821127,5
abulfazhajizada,44821127,5
abulfazhajizada,44821127,5
abulfazhajizada,44821127,5
abulfazhajizada,44520094,5
abulfazhajizada,44520094,5
abulfazhajizada,44520094,5
abulfazhajizada,27798605,5
abulfazhajizada,27798605,5
abulfazhajizada,27798605,5
abulfazhajizada,22907932,5
abulfazhajizada,22907932,5
abulfazhajizada,22907932,5
abulfazhajizada,22907932,5
abulfazhajizada,27798653,5
abulfazhajizada,27798653,5
abulfazhajizada,27798653,5
abulfazhajizada,44820931,5
abulfazhajizada,44820931,5
abulfazhajizada,44820931,5
abulfazhajizada,27799536,1
abulfazhajizada,27799536,5
abulfazhajizada,27799536,5
abulfazhajizada,27799536,5
abulfazhajizada,44520762,5
abulfazhajizada,44520762,5
abulfazhajizada,44520762,5
abulfazhajizada,10578077,1
abulfazhajizada,10578077,5
abulfazhajizada,10578077,5
abulfazhajizada,44520106,5
abulfazhajizada,44520106,5
abulfazhajizada,44520106,5
abulfazhajizada,27797891,5
abulfazhajizada,27797891,5
abulfazhajizada,27797891,5
ugurbyrm,4661268,2
ugurbyrm,4661268,5
ugurbyrm,4661268,4
ugurbyrm,4661268,4
ugurbyrm,4661268,4
ugurbyrm,4661268,4
ugurbyrm,4661268,5
ugurbyrm,4661268,5
ugurbyrm,4661268,4
ugurbyrm,27804446,5
ugurbyrm,27804446,3
ugurbyrm,27804446,3
ugurbyrm,27804446,4
ugurbyrm,34097293,2
ugurbyrm,34097293,5
ugurbyrm,34097293,4
ugurbyrm,34097293,5
ugurbyrm,34097293,3
ugurbyrm,10577093,5
ugurbyrm,10577093,5
ugurbyrm,10577093,5
ugurbyrm,27802284,5
ugurbyrm,27802284,5
ugurbyrm,10576318,5
ugurbyrm,10576318,5
ugurbyrm,10576318,4
ugurbyrm,10576318,5
ugurbyrm,44520106,5
ugurbyrm,44520106,5
ugurbyrm,44520106,5
ugurbyrm,44821071,5
ugurbyrm,44821071,5
ugurbyrm,44821071,5
ugurbyrm,10579053,5
ugurbyrm,10579053,5
ugurbyrm,27799911,5
ugurbyrm,27799911,5
ugurbyrm,27799911,5
ugurbyrm,27799545,5
ugurbyrm,27799545,5
ugurbyrm,27799545,5
ugurbyrm,27802081,5
ugurbyrm,27802081,5
ugurbyrm,8867848,5
ugurbyrm,8867848,5
ugurbyrm,8867848,5
ugurbyrm,27800218,5
ugurbyrm,27800218,5
ugurbyrm,27800218,5
ugurbyrm,27804279,5
ugurbyrm,27804279,5
ugurbyrm,10578077,5
ugurbyrm,10578077,5
xzhong3,27804279,1
xzhong3,27804279,3
xzhong3,27804279,5
xzhong3,27804279,5
xzhong3,27804279,5
xzhong3,27799536,1
xzhong3,27799536,5
xzhong3,27799536,1
xzhong3,27799536,1
xzhong3,27799536,5
xzhong3,27799536,1
xzhong3,27799536,1
xzhong3,27799536,1
xzhong3,27799536,1
xzhong3,27799536,5
xzhong3,22908006,5
xzhong3,22908006,5
xzhong3,22908006,5
xzhong3,22908006,5
xzhong3,8867848,5
xzhong3,8867848,5
xzhong3,8867848,5
xzhong3,6316124,1
xzhong3,6316124,5
xzhong3,6316124,5
xzhong3,6316124,5
xzhong3,27796509,5
xzhong3,27796509,5
xzhong3,27796509,1
xzhong3,27796509,1
xzhong3,27796509,5
xzhong3,22907701,1
xzhong3,22907701,5
xzhong3,22907701,5
xzhong3,22907701,5
xzhong3,44520148,5
xzhong3,44520148,5
xzhong3,44520148,5
xzhong3,27796852,1
xzhong3,27796852,5
xzhong3,27796852,5
xzhong3,27796852,1
xzhong3,27796852,5
xzhong3,27796647,5
xzhong3,27796647,5
xzhong3,27796647,5
xzhong3,27800218,5
xzhong3,27800218,5
xzhong3,27800218,1
xzhong3,27800218,5
xzhong3,10576888,5
xzhong3,10576888,5
xzhong3,10576888,1
xzhong3,27798055,5
xzhong3,27798055,5
xzhong3,27798055,5
xzhong3,27805178,5
xzhong3,27805178,5
xzhong3,27805178,5
xzhong3,7349067,5
xzhong3,7349067,5
xzhong3,7349067,5
xzhong3,44520279,5
xzhong3,44520279,5
xzhong3,44520279,5
xzhong3,44520279,5
xzhong3,10577146,5
xzhong3,10577146,5
xzhong3,10577146,5
xzhong3,27799910,5
xzhong3,27799910,5
xzhong3,27799910,5
mrashid,27799910,1
mrashid,27799910,1
mrashid,27799910,5
mrashid,27799910,5
mrashid,27799910,2
mrashid,27799910,2
mrashid,27799910,2
mrashid,10578863,5
mrashid,10578863,5
mrashid,10578863,1
mrashid,10578863,1
mrashid,10578863,1
mrashid,10578863,1
mrashid,10578863,1
mrashid,10578863,1
mrashid,10578863,1
mrashid,10578863,5
mrashid,10578077,5
mrashid,10578077,1
mrashid,10578077,5
mrashid,10578077,5
mrashid,27800619,5
mrashid,27800619,1
mrashid,27800619,5
mrashid,27798653,5
mrashid,27798653,5
mrashid,27798653,5
mrashid,36144131,5
mrashid,36144131,5
mrashid,36144131,5
mrashid,22907721,5
mrashid,22907721,5
mrashid,22907721,5
mrashid,22907721,1
mrashid,27797673,5
mrashid,27797673,5
mrashid,27797673,5
mrashid,44520084,5
mrashid,44520084,5
mrashid,44520084,5
mrashid,27802008,5
mrashid,27802008,5
mrashid,27802008,5
mrashid,27800553,5
mrashid,27800553,5
mrashid,27800553,1
mrashid,27800553,5
mrashid,27804279,5
mrashid,27804279,5
mrashid,27804279,5
mrashid,27797891,5
mrashid,27797891,1
mrashid,27797891,5
mrashid,27797891,5
mrashid,10576888,5
mrashid,10576888,5
mrashid,10576888,5
mrashid,44520094,5
mrashid,44520094,5
mrashid,44520094,5
mrashid,27796431,5
mrashid,27796431,5
mrashid,27796431,5
mrashid,8867670,5
mrashid,8867670,5
mrashid,8867670,1
mrashid,8867670,5
mrashid,27801385,5
mrashid,27801385,5
mrashid,27801385,5
mrashid,27805178,5
mrashid,27805178,5
mrashid,27805178,5
mrashid,27802216,5
mrashid,27802216,1
mrashid,27802216,5
mrashid,27802216,5
mrashid,27802905,5
mrashid,27802905,5
mrashid,27802905,1
mrashid,27802905,5
mrashid,36144098,5
mrashid,36144098,5
mrashid,36144098,5
mrashid,27796647,5
mrashid,27796647,1
mrashid,27796647,5
mrashid,27796647,5
mrashid,27797205,5
mrashid,27797205,5
mrashid,27797205,1
mrashid,27797205,1
mrashid,27797205,5
mrashid,44519964,5
mrashid,44519964,5
mrashid,44519964,5
mrashid,27800218,5
mrashid,27800218,5
mrashid,27800218,5
mrashid,10576511,5
mrashid,10576511,5
mrashid,10576511,1
mrashid,10576511,5
mrashid,44520148,5
mrashid,44520148,5
mrashid,44520148,5
mrashid,10576909,5
mrashid,10576909,5
mrashid,10576909,5
mrashid,10577247,5
mrashid,10577247,5
mrashid,10577247,5
maheshwari,7349197,4
maheshwari,7349197,2
maheshwari,7349197,2
maheshwari,7349197,2
maheshwari,7349197,4
maheshwari,7349197,4
maheshwari,8867670,2
maheshwari,8867670,4
maheshwari,8867670,4
maheshwari,8867670,2
maheshwari,8867670,2
maheshwari,8867670,2
maheshwari,8867670,2
maheshwari,8867670,2
maheshwari,8867670,2
maheshwari,8867670,4
maheshwari,10578077,2
maheshwari,10578077,4
maheshwari,10578077,4
maheshwari,10578077,4
maheshwari,22908000,4
maheshwari,22908000,4
maheshwari,22908000,2
maheshwari,22908000,3
maheshwari,22908000,4
maheshwari,4661284,4
maheshwari,4661284,2
maheshwari,4661284,4
maheshwari,4661284,4
maheshwari,27797205,3
maheshwari,27797205,4
maheshwari,27797205,4
maheshwari,27797205,4
maheshwari,36144131,4
maheshwari,36144131,4
maheshwari,36144131,3
maheshwari,36144131,2
maheshwari,27797673,3
maheshwari,27797673,4
maheshwari,27797673,3
maheshwari,27797673,3
maheshwari,27797673,4
maheshwari,27797673,4
maheshwari,27797891,4
maheshwari,27797891,3
maheshwari,27797891,3
maheshwari,27797891,4
maheshwari,27797891,2
maheshwari,27797891,3
maheshwari,27797891,4
maheshwari,44520124,4
maheshwari,44520124,4
maheshwari,44520124,4
maheshwari,44520124,4
cozma_92,27799536,2
cozma_92,27799536,1
cozma_92,27799536,1
cozma_92,27799536,5
cozma_92,27799536,5
cozma_92,51583309,5
cozma_92,51583309,5
cozma_92,51583309,5
cozma_92,27798255,5
cozma_92,27798255,5
cozma_92,27798255,1
cozma_92,27798255,5
cozma_92,22908000,5
cozma_92,22908000,5
cozma_92,22908000,5
cozma_92,10579194,5
cozma_92,10579194,5
cozma_92,10579194,5
cozma_92,27804279,5
cozma_92,27804279,5
cozma_92,27804279,5
cozma_92,4661284,5
cozma_92,4661284,5
cozma_92,4661284,5
cozma_92,10576909,5
cozma_92,10576909,2
cozma_92,10576909,5
cozma_92,27797673,5
cozma_92,27797673,5
cozma_92,27797673,5
cozma_92,44520084,5
cozma_92,44520084,5
cozma_92,44520084,5
cozma_92,27804446,5
cozma_92,27804446,5
cozma_92,27804446,5
cozma_92,44519964,5
cozma_92,44519964,5
cozma_92,44519964,5
cozma_92,44520148,5
cozma_92,44520148,5
cozma_92,44520148,2
cozma_92,44520148,1
cozma_92,44520148,1
cozma_92,10577247,5
cozma_92,10577247,1
cozma_92,10577247,1
cozma_92,10577247,2
cozma_92,10577247,5
cozma_92,44520208,5
cozma_92,44520208,5
cozma_92,44520208,5
cozma_92,27799972,5
cozma_92,27799972,2
cozma_92,27799972,5
cozma_92,27799972,5
ldecamora,22907980,1
ldecamora,22907980,4
ldecamora,22907980,4
ldecamora,22907980,4
ldecamora,22907980,4
ldecamora,22907980,2
ldecamora,22907980,2
ldecamora,22907980,4
ldecamora,22907980,4
ldecamora,27799972,5
ldecamora,27799972,5
ldecamora,27799972,2
ldecamora,27799972,5
ldecamora,10579035,5
ldecamora,10579035,5
ldecamora,10579035,5
ldecamora,7349040,1
ldecamora,7349040,2
ldecamora,7349040,4
ldecamora,7349040,2
ldecamora,7349040,2
ldecamora,7349040,2
ldecamora,7349040,2
ldecamora,7349040,5
ldecamora,7349040,5
ldecamora,7349040,5
ldecamora,27798653,5
ldecamora,27798653,5
ldecamora,27798653,5
ldecamora,22908012,5
ldecamora,22908012,5
ldecamora,22908012,5
ldecamora,27801385,3
ldecamora,27801385,5
ldecamora,27801385,2
ldecamora,27801385,2
ldecamora,27801385,5
seph1603,22907673,4
seph1603,22907673,3
seph1603,22907673,4
seph1603,27796391,1
seph1603,27796391,1
seph1603,27796391,5
seph1603,27796391,4
seph1603,44520148,4
seph1603,44520148,4
seph1603,44520148,3
seph1603,44520148,4
seph1603,8867670,1
seph1603,8867670,4
seph1603,8867670,5
seph1603,8867670,1
seph1603,8867670,4
seph1603,27803446,4
seph1603,27803446,5
seph1603,27803446,5
seph1603,27799972,5
seph1603,27799972,4
seph1603,27799972,4
seph1603,27799972,5
seph1603,10576511,5
seph1603,10576511,5
seph1603,10576511,5
seph1603,7349067,5
seph1603,7349067,5
seph1603,7349067,5
seph1603,47632533,5
seph1603,47632533,1
seph1603,47632533,1
seph1603,47632533,5
seph1603,47632544,5
seph1603,47632544,5
seph1603,47632544,5
seph1603,34090221,5
seph1603,34090221,5
seph1603,34090221,5
seph1603,44520094,5
seph1603,44520094,5
seph1603,44520094,5
seph1603,27799536,5
seph1603,27799536,5
seph1603,27799536,5
seph1603,6316602,5
seph1603,6316602,5
seph1603,6316602,5
seph1603,44820972,5
seph1603,44820972,5
seph1603,44820972,5
seph1603,27804446,5
seph1603,27804446,5
seph1603,27804446,5
seph1603,8867848,5
seph1603,8867848,5
seph1603,8867848,5
seph1603,10578378,5
seph1603,10578378,5
seph1603,10578378,5
contact,27802284,1
contact,27802284,1
contact,27802284,5
contact,6316124,5
contact,6316124,5
contact,6316124,5
contact,27798255,2
contact,27798255,5
contact,27798255,5
contact,27798255,1
contact,27798255,1
contact,27798255,5
contact,32134448,5
contact,32134448,5
contact,32134448,5
contact,27804279,5
contact,27804279,5
contact,27804279,5
contact,27805178,1
contact,27805178,1
contact,27805178,5
contact,27805178,1
contact,27805178,1
contact,27805178,1
contact,27805178,5
contact,27805178,5
contact,10577247,5
contact,10577247,1
contact,10577247,5
contact,8867670,1
contact,8867670,5
contact,8867670,5
contact,8867670,5
contact,8867670,1
contact,8867670,1
contact,8867670,5
contact,8867670,1
contact,44520272,1
contact,44520272,5
contact,44520272,1
contact,44520272,5
contact,44520272,1
contact,44520272,1
contact,44520272,5
contact,4661268,1
contact,4661268,5
contact,4661268,5
contact,4661268,1
contact,4661268,5
romulodiniz,44520148,5
romulodiniz,44520148,5
romulodiniz,44520148,5
romulodiniz,44520148,5
romulodiniz,27800619,2
romulodiniz,27800619,3
romulodiniz,27800619,3
romulodiniz,27800619,5
romulodiniz,27800619,5
romulodiniz,27800619,3
romulodiniz,27800619,5
romulodiniz,27800619,5
romulodiniz,27800619,5
romulodiniz,47632544,5
romulodiniz,47632544,5
romulodiniz,47632544,5
romulodiniz,32134598,3
romulodiniz,32134598,5
romulodiniz,32134598,5
romulodiniz,32134598,3
romulodiniz,32134598,5
romulodiniz,32134598,5
romulodiniz,32134598,5
romulodiniz,32134598,5
romulodiniz,44520124,5
romulodiniz,44520124,3
romulodiniz,44520124,5
romulodiniz,44520124,5
romulodiniz,27796431,5
romulodiniz,27796431,5
romulodiniz,27796431,5
romulodiniz,27796431,5
romulodiniz,27796431,5
romulodiniz,27796431,5
romulodiniz,27802905,5
romulodiniz,27802905,3
romulodiniz,27802905,5
romulodiniz,27802905,5
romulodiniz,27802905,5
romulodiniz,27802905,5
romulodiniz,44820931,5
romulodiniz,44820931,3
romulodiniz,44820931,5
romulodiniz,44820931,5
romulodiniz,27803446,5
romulodiniz,27803446,5
romulodiniz,27803446,5
romulodiniz,27804279,5
romulodiniz,27804279,5
romulodiniz,27804279,5
romulodiniz,22907701,5
romulodiniz,22907701,5
romulodiniz,22907701,5
romulodiniz,10577085,5
romulodiniz,10577085,5
romulodiniz,10577085,5
romulodiniz,10576888,5
romulodiniz,10576888,5
romulodiniz,10576888,5
romulodiniz,27797891,5
romulodiniz,27797891,5
romulodiniz,27797891,5
romulodiniz,10577421,5
romulodiniz,10577421,5
romulodiniz,10577421,5
seiumiut,27799545,5
seiumiut,27799545,1
seiumiut,27799545,1
seiumiut,27799545,5
seiumiut,27799545,5
seiumiut,27802216,2
seiumiut,27802216,5
seiumiut,27802216,5
seiumiut,27802216,5
seiumiut,10578378,5
seiumiut,10578378,5
seiumiut,10578378,1
seiumiut,10578378,5
seiumiut,22907980,5
seiumiut,22907980,5
seiumiut,22907980,4
seiumiut,27796391,5
seiumiut,27796391,5
seiumiut,27796391,5
seiumiut,7349138,5
seiumiut,7349138,5
seiumiut,7349138,1
seiumiut,7349138,5
seiumiut,10576511,2
seiumiut,10576511,2
seiumiut,10576511,1
seiumiut,10576511,1
seiumiut,22907932,2
seiumiut,22907932,5
seiumiut,22907932,2
seiumiut,10579035,5
seiumiut,10579035,1
seiumiut,10579035,2
seiumiut,27797891,5
seiumiut,27797891,4
seiumiut,27797891,2
seiumiut,32134448,5
seiumiut,32134448,4
seiumiut,32134448,5
seiumiut,27796852,2
seiumiut,27796852,5
seiumiut,27796852,5
seiumiut,10577093,5
seiumiut,10577093,5
seiumiut,10577093,5
seiumiut,27802905,5
seiumiut,27802905,2
seiumiut,27802905,2
slymntkn34,10578378,2
slymntkn34,10578378,5
slymntkn34,44520387,5
slymntkn34,44520387,5
slymntkn34,44520387,5
slymntkn34,27801385,5
slymntkn34,27801385,2
slymntkn34,27801385,1
slymntkn34,27801385,5
slymntkn34,10577902,5
slymntkn34,10577902,4
slymntkn34,10577902,4
slymntkn34,10577902,5
slymntkn34,10578077,5
slymntkn34,10578077,4
slymntkn34,10578077,5
slymntkn34,22908006,5
slymntkn34,22908006,1
slymntkn34,22908006,2
slymntkn34,22908006,1
slymntkn34,22908006,5
slymntkn34,22907701,5
slymntkn34,22907701,2
slymntkn34,22907701,5
slymntkn34,22907701,5
slymntkn34,10577421,5
slymntkn34,10577421,5
slymntkn34,10577421,5
slymntkn34,10577146,5
slymntkn34,10577146,5
slymntkn34,10577146,5
slymntkn34,44520762,5
slymntkn34,44520762,5
slymntkn34,44520762,2
slymntkn34,44520762,5
slymntkn34,27799911,5
slymntkn34,27799911,5
slymntkn34,27799911,5
slymntkn34,27799911,5
slymntkn34,10576318,5
slymntkn34,10576318,5
slymntkn34,10576318,5
tuj80000,44520084,5
tuj80000,44520084,2
tuj80000,44520084,5
tuj80000,44520084,5
tuj80000,22907980,5
tuj80000,22907980,5
tuj80000,22907980,5
tuj80000,44820931,5
tuj80000,44820931,5
tuj80000,44820931,5
tuj80000,44820931,4
tuj80000,44820931,2
tuj80000,44820931,5
tuj80000,10577421,2
tuj80000,10577421,4
tuj80000,10577421,2
tuj80000,10577421,4
tuj80000,10577421,4
tuj80000,10577421,5
tuj80000,10577421,4
tuj80000,10577421,4
tuj80000,22908000,5
tuj80000,22908000,5
tuj80000,22908000,5
tuj80000,22908000,2
tuj80000,22908000,5
tuj80000,22908000,5
tuj80000,32134448,5
tuj80000,32134448,5
tuj80000,44520208,5
tuj80000,44520208,5
tuj80000,44520208,5
tuj80000,27796509,5
tuj80000,27796509,5
tuj80000,27796509,5
tuj80000,27796509,5
tuj80000,10577596,5
tuj80000,10577596,5
